Objectid,Year,County,City,Medprice,Medprice_Ia,Percentchngprice,Percentchngpriceia,Source
865,2009,Contra Costa County,Martinez,321000,444000,0.320987654320988,0.062200956937799,Zillow
866,2009,Contra Costa County,Oakley,254000,350000,-0.003921568627451,-0.200913242009132,Zillow
867,2009,Contra Costa County,Orinda,1286000,1775000,,,Zillow
868,2009,Contra Costa County,Pittsburg,367000,506000,0.320143884892086,0.058577405857741,Zillow
869,2009,Contra Costa County,Pleasant Hill,550000,759000,0.294117647058824,0.036885245901639,Zillow
870,2009,Contra Costa County,Richmond,286000,394000,0.104247104247104,-0.114606741573034,Zillow
871,2009,Contra Costa County,San Pablo,179000,247000,0.078313253012048,-0.136363636363636,Zillow
872,2009,Contra Costa County,San Ramon,666000,920000,0.423076923076923,0.144278606965174,Zillow
873,2009,Contra Costa County,Walnut Creek,519000,717000,0.313924050632911,0.055964653902798,Zillow
874,2009,Marin County,Belvedere,2922000,4033000,0.446534653465346,0.161578341013825,Zillow
875,2009,Marin County,Corte Madera,975000,1347000,0.381019830028328,0.109555189456343,Zillow
876,2009,Marin County,Fairfax,678000,936000,0.454935622317597,0.167082294264339,Zillow
877,2009,Marin County,Larkspur,1084000,1497000,0.52247191011236,0.222040816326531,Zillow
878,2009,Marin County,Mill Valley,1127000,1556000,0.415829145728643,0.137426900584795,Zillow
879,2009,Marin County,Novato,580000,801000,0.303370786516854,0.045691906005222,Zillow
880,2009,Marin County,Ross,2148000,2965000,0.555394641564084,0.248946925021061,Zillow
881,2009,Marin County,San Anselmo,828000,1144000,0.420240137221269,0.141716566866267,Zillow
882,2009,Marin County,San Rafael,730000,1007000,0.39047619047619,0.115171650055371,Zillow
883,2009,Marin County,Sausalito,954000,1317000,0.445454545454546,0.160352422907489,Zillow
884,2009,Marin County,Tiburon,1825000,2520000,0.46,0.173184357541899,Zillow
885,2009,Napa County,American Canyon,331000,458000,0.688775510204082,0.355029585798817,Zillow
886,2009,Napa County,Calistoga,621000,857000,0.564231738035264,0.252923976608187,Zillow
888,2009,Napa County,Yountville,867000,1197000,0.437810945273632,0.154291224686596,Zillow
889,2009,San Francisco County,San Francisco,757000,1045000,0.560824742268041,0.251497005988024,Zillow
890,2009,San Mateo County,Atherton,3999000,5520000,0.361130020422056,0.092852900415759,Zillow
891,2009,San Mateo County,Belmont,878000,1212000,0.380503144654088,0.107861060329068,Zillow
892,2009,San Mateo County,Brisbane,586000,810000,0.337899543378996,0.075697211155378,Zillow
893,2009,San Mateo County,Burlingame,1129000,1559000,0.489445910290238,0.19646968534152,Zillow
894,2009,San Mateo County,Colma,533000,736000,0.373711340206186,0.101796407185629,Zillow
895,2009,San Mateo County,Daly City,522000,720000,0.403225806451613,0.125,Zillow
896,2009,San Mateo County,East Palo Alto,382000,527000,0.073033707865169,-0.138888888888889,Zillow
897,2009,San Mateo County,Foster City,797000,1100000,0.443840579710145,0.159114857744995,Zillow
898,2009,San Mateo County,Half Moon Bay,791000,1093000,0.420107719928187,0.139728884254432,Zillow
899,2009,San Mateo County,Hillsborough,2468000,3406000,0.408675799086758,0.131185652607107,Zillow
900,2009,San Mateo County,Menlo Park,1043000,1440000,0.407557354925776,0.129411764705882,Zillow
901,2009,San Mateo County,Millbrae,905000,1250000,0.434231378763867,0.152073732718894,Zillow
902,2009,San Mateo County,Pacifica,588000,811000,0.4,0.123268698060942,Zillow
903,2009,San Mateo County,Portola Valley,2264000,3124000,0.293714285714286,0.038218677301429,Zillow
904,2009,San Mateo County,Redwood City,781000,1078000,0.409747292418773,0.131164742917104,Zillow
905,2009,San Mateo County,San Bruno,559000,772000,0.429667519181586,0.148809523809524,Zillow
906,2009,San Mateo County,San Carlos,923000,1274000,0.424382716049383,0.144654088050314,Zillow
907,2009,San Mateo County,San Mateo,716000,989000,0.412228796844182,0.134174311926605,Zillow
908,2009,San Mateo County,South San Francisco,535000,739000,0.378865979381443,0.107946026986507,Zillow
909,2009,San Mateo County,Woodside,2183000,3013000,0.393997445721584,0.11965811965812,Zillow
910,2009,Santa Clara County,Campbell,642000,886000,0.377682403433476,0.104738154613466,Zillow
911,2009,Santa Clara County,Cupertino,1035000,1428000,0.394878706199461,0.12,Zillow
912,2009,Santa Clara County,Gilroy,426000,588000,0.059701492537313,-0.15028901734104,Zillow
913,2009,Santa Clara County,Los Altos,1548000,2137000,0.292153589315526,0.037378640776699,Zillow
914,2009,Santa Clara County,Los Altos Hills,2472000,3412000,0.236618309154577,-0.007273785277859,Zillow
915,2009,Santa Clara County,Los Gatos,1119000,1544000,0.341726618705036,0.076708507670851,Zillow
916,2009,Santa Clara County,Milpitas,497000,686000,0.221130221130221,-0.01859799713877,Zillow
917,2009,Santa Clara County,Monte Sereno,1962000,2709000,0.295049504950495,0.040322580645161,Zillow
918,2009,Santa Clara County,Morgan Hill,575000,794000,0.200417536534447,-0.035236938031592,Zillow
919,2009,Santa Clara County,Mountain View,748000,1033000,0.345323741007194,0.080543933054393,Zillow
920,2009,Santa Clara County,Palo Alto,1439000,1986000,0.347378277153558,0.081699346405229,Zillow
921,2009,Santa Clara County,San Jose,517000,714000,0.264058679706602,0.014204545454545,Zillow
922,2009,Santa Clara County,Santa Clara,577000,797000,0.308390022675737,0.051451187335092,Zillow
923,2009,Santa Clara County,Saratoga,1492000,2060000,0.274124679760888,0.023348236462991,Zillow
924,2009,Santa Clara County,Sunnyvale,717000,990000,0.368320610687023,0.097560975609756,Zillow
925,2009,Solano County,Benicia,389000,538000,0.350694444444444,0.086868686868687,Zillow
926,2009,Solano County,Dixon,272000,376000,0.314009661835749,0.053221288515406,Zillow
927,2009,Solano County,Fairfield,244000,337000,0.150943396226415,-0.076712328767123,Zillow
928,2009,Solano County,Rio Vista,233000,322000,0.159203980099502,-0.069364161849711,Zillow
929,2009,Solano County,Suisun City,207000,286000,0.078125,-0.13595166163142,Zillow
930,2009,Solano County,Vacaville,263000,363000,0.258373205741627,0.011142061281337,Zillow
931,2009,Solano County,Vallejo,209000,288000,0.077319587628866,-0.140298507462687,Zillow
932,2009,Sonoma County,Cloverdale,350000,483000,0.372549019607843,0.102739726027397,Zillow
933,2009,Sonoma County,Cotati,344000,475000,0.264705882352941,0.012793176972282,Zillow
934,2009,Sonoma County,Healdsburg,630000,870000,0.575,0.266375545851528,Zillow
935,2009,Sonoma County,Petaluma,444000,614000,0.37888198757764,0.106306306306306,Zillow
936,2009,Sonoma County,Rohnert Park,315000,435000,0.22568093385214,-0.015837104072398,Zillow
937,2009,Sonoma County,Santa Rosa,352000,486000,0.318352059925094,0.058823529411765,Zillow
938,2009,Sonoma County,Sebastopol,594000,820000,0.554973821989529,0.248097412480974,Zillow
939,2009,Sonoma County,Sonoma,536000,739000,0.452574525745257,0.165615141955836,Zillow
940,2009,Sonoma County,Windsor,371000,513000,0.329749103942652,0.06875,Zillow
941,2010,Alameda County,Alameda,601000,818000,0.561038961038961,0.235649546827795,Zillow
942,2010,Alameda County,Albany,580000,789000,0.676300578034682,0.326050420168067,Zillow
943,2010,Alameda County,Berkeley,722000,983000,0.62247191011236,0.284967320261438,Zillow
944,2010,Alameda County,Dublin,554000,754000,0.420512820512821,0.123695976154992,Zillow
945,2010,Alameda County,Emeryville,311000,424000,0.681081081081081,0.329153605015674,Zillow
946,2010,Alameda County,Fremont,556000,757000,0.470899470899471,0.164615384615385,Zillow
947,2010,Alameda County,Hayward,317000,431000,0.20532319391635,-0.04646017699115,Zillow
948,2010,Alameda County,Livermore,450000,613000,0.343283582089552,0.064236111111111,Zillow
949,2010,Alameda County,Newark,438000,597000,0.351851851851852,0.07181328545781,Zillow
950,2010,Alameda County,Oakland,378000,514000,0.488188976377953,0.176201372997712,Zillow
951,2010,Alameda County,Piedmont,845000,1151000,0.544789762340037,0.223166843783209,Zillow
952,2010,Alameda County,Pleasanton,679000,924000,0.479302832244009,0.171102661596958,Zillow
953,2010,Alameda County,San Leandro,355000,483000,0.34469696969697,0.061538461538462,Zillow
954,2010,Alameda County,Union City,445000,606000,0.340361445783133,0.063157894736842,Zillow
955,2010,Contra Costa County,Antioch,291000,396000,-0.173295454545455,-0.345454545454545,Zillow
956,2010,Contra Costa County,Brentwood,298000,406000,-0.062893081761006,-0.259124087591241,Zillow
957,2010,Contra Costa County,Concord,203000,276000,0.26875,0,Zillow
958,2010,Contra Costa County,Danville,1015000,1382000,0.398071625344353,0.10648518815052,Zillow
959,2010,Contra Costa County,Lafayette,797000,1086000,0.418149466192171,0.12306101344364,Zillow
960,2010,Contra Costa County,Martinez,325000,443000,0.337448559670782,0.059808612440191,Zillow
961,2010,Contra Costa County,Oakley,230000,314000,-0.098039215686274,-0.28310502283105,Zillow
962,2010,Contra Costa County,Orinda,1304000,1775000,,,Zillow
963,2010,Contra Costa County,Pittsburg,321000,437000,0.154676258992806,-0.085774058577406,Zillow
964,2010,Contra Costa County,Pleasant Hill,555000,756000,0.305882352941176,0.032786885245902,Zillow
965,2010,Contra Costa County,Richmond,273000,371000,0.054054054054054,-0.166292134831461,Zillow
966,2010,Contra Costa County,San Pablo,175000,239000,0.05421686746988,-0.164335664335664,Zillow
967,2010,Contra Costa County,San Ramon,681000,927000,0.455128205128205,0.152985074626866,Zillow
968,2010,Contra Costa County,Walnut Creek,523000,712000,0.324050632911392,0.04860088365243,Zillow
969,2010,Marin County,Belvedere,2947000,4013000,0.458910891089109,0.15581797235023,Zillow
970,2010,Marin County,Corte Madera,936000,1275000,0.325779036827196,0.050247116968698,Zillow
971,2010,Marin County,Fairfax,656000,893000,0.407725321888412,0.113466334164589,Zillow
972,2010,Marin County,Larkspur,1036000,1410000,0.455056179775281,0.151020408163265,Zillow
973,2010,Marin County,Mill Valley,1060000,1444000,0.331658291457287,0.055555555555556,Zillow
974,2010,Marin County,Novato,572000,779000,0.285393258426966,0.016971279373368,Zillow
975,2010,Marin County,Ross,2298000,3129000,0.664011585807386,0.318028643639427,Zillow
976,2010,Marin County,San Anselmo,810000,1103000,0.389365351629503,0.100798403193613,Zillow
977,2010,Marin County,San Rafael,709000,966000,0.35047619047619,0.069767441860465,Zillow
978,2010,Marin County,Sausalito,935000,1273000,0.416666666666667,0.121585903083701,Zillow
979,2010,Marin County,Tiburon,1713000,2333000,0.3704,0.086126629422719,Zillow
980,2010,Napa County,American Canyon,318000,433000,0.622448979591837,0.281065088757396,Zillow
981,2010,Napa County,Calistoga,573000,781000,0.443324937027708,0.141812865497076,Zillow
982,2010,Napa County,Napa,398000,542000,0.49063670411985,0.18082788671024,Zillow
983,2010,Napa County,Yountville,758000,1032000,0.257048092868988,-0.004821600771456,Zillow
984,2010,San Francisco County,San Francisco,748000,1019000,0.542268041237114,0.220359281437126,Zillow
985,2010,San Mateo County,Atherton,3879000,5282000,0.320285908781484,0.045733518115225,Zillow
986,2010,San Mateo County,Belmont,881000,1200000,0.385220125786164,0.096892138939671,Zillow
987,2010,San Mateo County,Brisbane,582000,793000,0.328767123287671,0.053120849933599,Zillow
988,2010,San Mateo County,Burlingame,1122000,1528000,0.480211081794195,0.172678434382195,Zillow
989,2010,San Mateo County,Colma,540000,735000,0.391752577319588,0.100299401197605,Zillow
990,2010,San Mateo County,Daly City,538000,732000,0.446236559139785,0.14375,Zillow
991,2010,San Mateo County,East Palo Alto,361000,492000,0.014044943820225,-0.196078431372549,Zillow
992,2010,San Mateo County,Foster City,805000,1096000,0.458333333333333,0.154899894625922,Zillow
993,2010,San Mateo County,Half Moon Bay,755000,1028000,0.355475763016158,0.071949947862357,Zillow
994,2010,San Mateo County,Hillsborough,2465000,3356000,0.406963470319635,0.114579873796081,Zillow
995,2010,San Mateo County,Menlo Park,1046000,1425000,0.411605937921727,0.117647058823529,Zillow
996,2010,San Mateo County,Millbrae,921000,1255000,0.459587955625991,0.15668202764977,Zillow
997,2010,San Mateo County,Pacifica,593000,808000,0.411904761904762,0.119113573407202,Zillow
998,2010,San Mateo County,Portola Valley,2239000,3049000,0.279428571428571,0.01329345297441,Zillow
999,2010,San Mateo County,Redwood City,785000,1069000,0.416967509025271,0.121720881427072,Zillow
1000,2010,San Mateo County,San Bruno,571000,777000,0.460358056265985,0.15625,Zillow
1001,2010,San Mateo County,San Carlos,924000,1258000,0.425925925925926,0.130278526504942,Zillow
1002,2010,San Mateo County,San Mateo,717000,976000,0.414201183431953,0.119266055045872,Zillow
1003,2010,San Mateo County,South San Francisco,541000,737000,0.394329896907216,0.104947526236882,Zillow
1004,2010,San Mateo County,Woodside,2090000,2846000,0.334610472541507,0.057599405425492,Zillow
1005,2010,Santa Clara County,Campbell,658000,896000,0.412017167381974,0.117206982543641,Zillow
1006,2010,Santa Clara County,Cupertino,1075000,1464000,0.448787061994609,0.148235294117647,Zillow
1007,2010,Santa Clara County,Gilroy,435000,592000,0.082089552238806,-0.144508670520231,Zillow
1008,2010,Santa Clara County,Los Altos,1608000,2190000,0.342237061769616,0.063106796116505,Zillow
1009,2010,Santa Clara County,Los Altos Hills,2533000,3449000,0.267133566783392,0.003491416933372,Zillow
1010,2010,Santa Clara County,Los Gatos,1138000,1550000,0.364508393285372,0.080892608089261,Zillow
1011,2010,Santa Clara County,Milpitas,511000,696000,0.255528255528255,-0.004291845493562,Zillow
1012,2010,Santa Clara County,Monte Sereno,2024000,2756000,0.335973597359736,0.058371735791091,Zillow
1013,2010,Santa Clara County,Morgan Hill,572000,779000,0.194154488517745,-0.053462940461725,Zillow
1014,2010,Santa Clara County,Mountain View,762000,1038000,0.370503597122302,0.085774058577406,Zillow
1015,2010,Santa Clara County,Palo Alto,1465000,1995000,0.371722846441948,0.086601307189542,Zillow
1016,2010,Santa Clara County,San Jose,527000,718000,0.288508557457213,0.019886363636364,Zillow
1017,2010,Santa Clara County,Santa Clara,590000,804000,0.337868480725624,0.060686015831135,Zillow
1018,2010,Santa Clara County,Saratoga,1568000,2136000,0.339026473099915,0.061102831594635,Zillow
1019,2010,Santa Clara County,Sunnyvale,734000,1000000,0.400763358778626,0.108647450110865,Zillow
1020,2010,Solano County,Benicia,385000,524000,0.336805555555556,0.058585858585859,Zillow
1021,2010,Solano County,Dixon,257000,350000,0.241545893719807,-0.019607843137255,Zillow
1022,2010,Solano County,Fairfield,236000,321000,0.113207547169811,-0.120547945205479,Zillow
1023,2010,Solano County,Rio Vista,226000,308000,0.124378109452736,-0.109826589595376,Zillow
1024,2010,Solano County,Suisun City,206000,280000,0.072916666666667,-0.154078549848943,Zillow
1025,2010,Solano County,Vacaville,253000,345000,0.210526315789474,-0.03899721448468,Zillow
1026,2010,Solano County,Vallejo,194000,265000,0,-0.208955223880597,Zillow
1027,2010,Sonoma County,Cloverdale,347000,472000,0.36078431372549,0.077625570776256,Zillow
1028,2010,Sonoma County,Cotati,350000,477000,0.286764705882353,0.017057569296375,Zillow
1029,2010,Sonoma County,Healdsburg,590000,803000,0.475,0.168850072780204,Zillow
1030,2010,Sonoma County,Petaluma,444000,605000,0.37888198757764,0.09009009009009,Zillow
1031,2010,Sonoma County,Rohnert Park,320000,436000,0.245136186770428,-0.013574660633484,Zillow
1032,2010,Sonoma County,Santa Rosa,351000,478000,0.314606741573034,0.041394335511983,Zillow
1033,2010,Sonoma County,Sebastopol,573000,780000,0.5,0.187214611872146,Zillow
1034,2010,Sonoma County,Sonoma,513000,699000,0.390243902439024,0.102523659305994,Zillow
1035,2010,Sonoma County,Windsor,370000,504000,0.326164874551971,0.05,Zillow
1036,2011,Alameda County,Alameda,532000,707000,0.381818181818182,0.06797583081571,Zillow
1037,2011,Alameda County,Albany,523000,695000,0.511560693641619,0.168067226890756,Zillow
1038,2011,Alameda County,Berkeley,657000,872000,0.476404494382022,0.139869281045752,Zillow
1039,2011,Alameda County,Dublin,511000,678000,0.31025641025641,0.01043219076006,Zillow
1040,2011,Alameda County,Emeryville,249000,330000,0.345945945945946,0.03448275862069,Zillow
1041,2011,Alameda County,Fremont,512000,680000,0.354497354497354,0.046153846153846,Zillow
1042,2011,Alameda County,Hayward,289000,384000,0.098859315589354,-0.150442477876106,Zillow
1043,2011,Alameda County,Livermore,411000,546000,0.226865671641791,-0.052083333333333,Zillow
1044,2011,Alameda County,Newark,402000,534000,0.240740740740741,-0.041292639138241,Zillow
1045,2011,Alameda County,Oakland,333000,442000,0.311023622047244,0.011441647597254,Zillow
1046,2011,Alameda County,Piedmont,826000,1096000,0.510054844606947,0.164718384697131,Zillow
